439.45:0.2339,878.12:0.1849,878.91:0.1815,878.52:0.1328,4637.50:0.1282,879.30:0.1172,427.34:0.1016,876.95:0.0984,438.67:0.0967,4633.59:0.0962,40.23:9.8702,40.62:5.6163,39.84:2.6981,41.02:2.2003,39.45:1.5013,41.41:1.3483,39.06:1.0132,41.80:1.0006,38.67:0.8203,42.19:0.7802,439.45:0.4503,2319.14:0.3113,268.36:0.2730,2321.88:0.2521,2316.41:0.2291,2317.97:0.2094,2317.58:0.2081,2318.75:0.2072,2318.36:0.2001,438.67:0.1807,878.91:0.7059,878.12:0.6716,1158.59:0.5511,878.52:0.4981,1159.38:0.4842,879.30:0.4302,1160.16:0.4244,268.36:0.4073,1160.94:0.3487,880.08:0.3447,268.36:0.3563,3478.91:0.2445,439.45:0.2416,268.75:0.2029,878.91:0.1789,878.12:0.1772,3478.12:0.1755,3474.61:0.1673,3476.56:0.1661,3483.59:0.1617,439.45:0.4530,3478.91:0.2968,268.36:0.2725,2197.27:0.2314,3478.12:0.2255,3476.56:0.2025,3474.61:0.1952,3483.59:0.1842,2193.75:0.1809,3477.73:0.1791,439.45:0.9149,878.91:0.6424,878.12:0.5970,3478.91:0.5302,878.52:0.4656,1317.19:0.4525,3478.12:0.4016,1756.64:0.3898,879.30:0.3858,1318.75:0.3808,119.92:0.3379,80.08:0.3133,39.84:0.3109,200.00:0.2319,159.77:0.2301,239.84:0.2091,40.23:0.1655,160.16:0.1505,79.69:0.1334,279.69:0.1144,439.45:0.7233,878.12:0.2824,878.91:0.2759,878.52:0.2234,439.06:0.2006,1125.78:0.1971,438.67:0.1960,41.80:0.1922,805.47:0.1867,281.25:0.1834
439.45:0.2442,878.91:0.2034,879.30:0.1617,878.12:0.1471,4639.84:0.1402,880.08:0.1345,4642.58:0.1224,427.34:0.1047,876.56:0.1008,308.59:0.0950,40.23:9.7817,40.62:5.5553,39.84:2.7481,41.02:2.1872,41.41:1.4030,39.45:1.3979,39.06:1.1860,41.80:0.9560,38.67:0.8650,42.19:0.7958,439.45:0.4219,2319.14:0.2773,2320.70:0.2529,268.36:0.2407,2319.92:0.2335,2316.02:0.2024,2321.88:0.2013,2314.45:0.1968,2321.09:0.1947,2322.66:0.1896,878.91:0.7993,879.30:0.6092,878.12:0.5968,1160.16:0.5337,880.08:0.5286,1159.77:0.4620,268.36:0.3660,876.56:0.3652,1160.55:0.3559,876.95:0.3448,268.36:0.3254,268.75:0.2538,439.45:0.2248,3482.81:0.2071,878.91:0.1995,3476.17:0.1808,267.97:0.1643,3482.42:0.1621,879.30:0.1619,3479.30:0.1588,439.45:0.4189,2198.83:0.2913,3482.81:0.2559,268.36:0.2433,3476.17:0.2368,3479.30:0.2133,3482.42:0.2119,3481.64:0.2102,2196.88:0.1957,3480.47:0.1944,439.45:0.8796,878.91:0.6712,879.30:0.5543,878.12:0.5287,2198.83:0.4791,880.08:0.4698,3482.81:0.4589,1318.75:0.4508,1318.36:0.4394,3476.17:0.4248,119.92:0.3314,80.08:0.3172,39.84:0.3057,200.00:0.2357,159.77:0.2140,239.84:0.1979,40.23:0.1727,160.16:0.1678,79.69:0.1255,319.92:0.1049,439.45:0.7290,878.91:0.3343,1125.78:0.2272,439.84:0.2239,438.67:0.2144,41.80:0.1972,537.11:0.1915,1125.39:0.1877,1126.56:0.1846,879.30:0.1714
439.45:0.2736,877.34:0.1712,879.30:0.1705,878.91:0.1434,878.12:0.1143,439.84:0.1063,4637.11:0.1013,4641.80:0.0968,877.73:0.0946,437.89:0.0892,40.23:9.6913,40.62:5.7978,39.84:2.8722,41.02:2.1318,39.45:1.5777,41.41:1.4208,39.06:1.1327,41.80:1.0096,38.67:0.9196,42.19:0.7679,439.45:0.3671,2317.97:0.3026,2316.02:0.2640,2314.45:0.2496,2320.70:0.2126,268.36:0.2060,2319.14:0.1794,2322.66:0.1691,268.75:0.1635,2320.31:0.1550,879.30:0.6890,877.34:0.6671,1159.77:0.5351,878.91:0.5180,1160.16:0.4584,878.12:0.4577,1158.20:0.4296,1158.59:0.3863,877.73:0.3771,268.36:0.3716,268.36:0.3278,268.75:0.2427,439.45:0.1919,879.30:0.1856,267.97:0.1745,877.34:0.1731,3478.91:0.1601,878.91:0.1374,3475.39:0.1350,5276.56:0.1316,439.45:0.3495,268.36:0.2307,3478.91:0.2140,2195.31:0.1939,2198.44:0.1866,2194.14:0.1853,268.75:0.1730,3475.39:0.1729,2192.19:0.1638,3482.42:0.1621,439.45:0.8494,877.34:0.6314,879.30:0.6271,878.91:0.4801,878.12:0.4557,3478.91:0.3834,439.84:0.3591,1316.80:0.3583,877.73:0.3492,1318.75:0.3233,119.92:0.3338,80.08:0.3172,39.84:0.3072,200.00:0.2342,159.77:0.2155,239.84:0.1993,40.23:0.1702,160.16:0.1652,79.69:0.1217,319.92:0.1036,439.45:0.6656,878.91:0.2522,1125.78:0.2218,879.30:0.2042,439.84:0.2036,537.11:0.2004,41.80:0.1891,1123.83:0.1886,281.25:0.1771,438.67:0.1745
439.45:0.3046,878.91:0.1837,879.30:0.1811,4641.80:0.1104,4635.55:0.1092,876.95:0.1038,4643.36:0.1025,878.52:0.0963,879.69:0.0957,308.59:0.0940,40.23:9.7772,40.62:5.5073,39.84:2.4873,41.02:2.2804,39.45:1.7309,41.41:1.2837,39.06:1.0250,41.80:0.9942,38.67:0.8979,42.19:0.7384,439.45:0.4051,2320.70:0.3744,2319.53:0.2450,2317.97:0.2377,268.36:0.2127,2322.66:0.1960,2320.31:0.1952,2315.62:0.1792,2321.09:0.1737,2321.48:0.1686,878.91:0.7273,1160.16:0.7164,879.30:0.6876,1157.81:0.5917,1159.38:0.5604,876.95:0.4300,880.08:0.4024,878.52:0.3743,1160.55:0.3532,878.12:0.3477,268.36:0.2831,439.45:0.2118,878.91:0.2053,879.30:0.1921,3480.86:0.1849,268.75:0.1814,4641.80:0.1599,3482.81:0.1490,3477.34:0.1400,4641.02:0.1305,439.45:0.3849,2198.83:0.2631,3480.86:0.2570,2197.27:0.2249,3482.81:0.2167,268.36:0.2120,3477.34:0.1785,3477.73:0.1770,3480.08:0.1732,2200.39:0.1659,439.45:0.9637,878.91:0.6681,879.30:0.6386,3480.86:0.4678,1318.75:0.4456,2198.83:0.4239,876.95:0.3986,3482.81:0.3862,880.08:0.3566,878.52:0.3529,119.92:0.3340,80.08:0.3166,39.84:0.3071,200.00:0.2369,159.77:0.2197,239.84:0.2033,40.23:0.1697,160.16:0.1592,79.69:0.1306,319.92:0.1074,439.45:0.7466,878.91:0.3046,1125.78:0.2481,879.30:0.2208,878.52:0.2039,41.80:0.2018,537.11:0.1954,439.84:0.1871,1123.44:0.1795,805.47:0.1786
439.45:0.3399,878.91:0.2122,880.47:0.1418,877.73:0.1246,878.52:0.1119,4642.19:0.1055,4633.98:0.0996,308.59:0.0989,4629.69:0.0968,879.69:0.0962,40.23:9.0916,40.62:7.1556,39.84:2.7551,41.02:2.5097,39.45:1.6420,41.41:1.5561,39.06:1.2857,41.80:1.0684,42.19:0.8970,38.67:0.8642,439.45:0.4027,2321.48:0.2874,268.36:0.2327,2317.19:0.2244,2321.09:0.2181,2323.44:0.2149,2315.23:0.2065,2316.41:0.1980,268.75:0.1946,2323.83:0.1916,878.91:0.7726,880.47:0.5205,1159.77:0.5189,1161.33:0.4782,1157.42:0.4602,1158.59:0.4527,877.73:0.4414,878.52:0.4315,1159.38:0.4251,879.69:0.4075,268.36:0.2790,268.75:0.2318,878.91:0.2148,439.45:0.2124,3472.27:0.1910,3480.86:0.1710,880.47:0.1487,3484.38:0.1459,3473.83:0.1444,4642.97:0.1414,439.45:0.3717,2199.22:0.2381,3472.27:0.2357,2193.36:0.2218,3480.86:0.2203,268.36:0.2197,2199.61:0.1967,3473.83:0.1903,268.75:0.1803,3482.81:0.1802,439.45:0.9682,878.91:0.7596,880.47:0.5137,877.73:0.4576,878.52:0.4573,3472.27:0.4073,3480.86:0.3985,2199.22:0.3681,2193.36:0.3564,879.69:0.3452,119.92:0.3336,80.08:0.3220,39.84:0.3044,200.00:0.2440,159.77:0.2089,239.84:0.1995,160.16:0.1722,40.23:0.1720,79.69:0.1199,319.92:0.1113,439.45:0.7926,878.91:0.3705,878.52:0.2328,439.06:0.2228,1126.95:0.2085,537.11:0.2032,1123.44:0.2026,41.80:0.1950,441.02:0.1945,281.25:0.1905
439.45:0.3151,879.30:0.1827,878.91:0.1682,878.52:0.1090,439.84:0.1046,4641.80:0.1021,876.95:0.0955,439.06:0.0916,1599.61:0.0894,4644.14:0.0882,40.23:9.6530,40.62:5.7819,39.84:2.4692,41.02:2.4181,39.45:1.5614,41.41:1.3545,39.06:1.1467,41.80:0.9992,38.67:0.9686,42.19:0.7513,439.45:0.3812,268.36:0.2535,2314.45:0.2419,2316.02:0.2399,2317.97:0.2386,2320.31:0.2332,2321.09:0.2294,2319.92:0.2013,2315.62:0.2012,2321.88:0.1981,1160.16:0.7530,879.30:0.7380,878.91:0.6531,1159.38:0.6294,1157.81:0.5773,878.52:0.4418,876.95:0.4076,268.36:0.3814,1161.72:0.3677,1158.20:0.3447,268.36:0.3171,439.45:0.2120,879.30:0.2118,268.75:0.1984,878.91:0.1818,3472.27:0.1629,3482.42:0.1574,3482.81:0.1438,269.14:0.1404,3473.83:0.1349,439.45:0.3547,268.36:0.2421,2199.22:0.2387,2195.70:0.2301,3472.27:0.2089,2197.66:0.2056,3482.42:0.1995,3482.81:0.1849,3479.30:0.1754,3473.83:0.1665,439.45:0.9420,879.30:0.6521,878.91:0.6113,1318.75:0.4626,878.52:0.4061,876.95:0.3825,3472.27:0.3783,3482.42:0.3652,2199.22:0.3613,2195.70:0.3503,119.92:0.3345,80.08:0.3142,39.84:0.3076,200.00:0.2350,159.77:0.2238,239.84:0.2056,40.23:0.1673,160.16:0.1542,79.69:0.1336,279.69:0.1098,439.45:0.7868,879.30:0.2663,878.91:0.2595,878.52:0.2399,439.84:0.2373,1125.78:0.2282,439.06:0.2224,41.80:0.1928,1123.44:0.1901,281.25:0.1813
878.52:0.2057,439.06:0.1967,439.45:0.1942,439.84:0.1639,4641.41:0.1142,879.30:0.1139,876.95:0.1126,878.91:0.1077,4637.89:0.1063,878.12:0.0968,40.23:9.8338,40.62:5.7160,39.84:2.4888,41.02:2.4160,39.45:1.5708,41.41:1.3888,41.80:1.0689,38.67:0.9787,39.06:0.9782,42.19:0.7780,2319.92:0.3811,2321.48:0.3132,268.36:0.3058,2315.62:0.2681,439.06:0.2545,439.45:0.2509,2317.19:0.2402,2314.06:0.2130,439.84:0.2089,2317.58:0.1879,878.52:0.8573,1159.77:0.7820,879.30:0.5403,876.95:0.4626,268.36:0.4569,878.91:0.4201,1157.42:0.4158,1160.16:0.4097,878.12:0.4037,1158.98:0.3595,268.36:0.3686,3481.25:0.2263,878.52:0.2205,4641.41:0.1446,879.30:0.1440,3477.34:0.1439,439.06:0.1414,4677.73:0.1379,3475.39:0.1379,439.45:0.1369,3481.25:0.3101,268.36:0.2998,2198.05:0.2856,439.06:0.2380,2199.61:0.2374,439.45:0.2322,3475.39:0.2045,2195.70:0.2032,439.84:0.1939,3477.34:0.1918,878.52:0.7903,439.06:0.6055,439.45:0.5789,3481.25:0.5549,439.84:0.4990,879.30:0.4583,2198.05:0.4573,876.95:0.4441,1318.36:0.4220,2199.61:0.3778,119.92:0.3391,39.84:0.3201,80.08:0.2970,159.77:0.2582,239.84:0.2104,200.00:0.2024,79.69:0.1593,40.23:0.1511,279.69:0.1410,199.61:0.1226,439.45:0.5674,439.06:0.4755,439.84:0.3932,878.52:0.3246,878.91:0.2265,1125.39:0.2251,268.36:0.2101,879.30:0.2060,281.25:0.1840,437.50:0.1821
439.45:0.3280,878.91:0.2082,4631.64:0.1051,4641.41:0.1038,879.30:0.0990,878.52:0.0977,4642.97:0.0973,880.47:0.0967,876.95:0.0965,4635.94:0.0963,40.23:9.4093,40.62:6.2082,39.84:2.7143,41.02:2.2661,41.41:1.4573,39.45:1.4546,39.06:1.0737,41.80:1.0379,38.67:0.9469,42.19:0.7927,439.45:0.3916,2319.92:0.3380,2316.02:0.2606,268.36:0.2421,2321.09:0.2366,2320.70:0.2248,2316.41:0.2093,2318.75:0.2084,2322.27:0.1996,2317.58:0.1949,878.91:0.8917,1159.38:0.7013,1157.81:0.5704,1159.77:0.5069,1160.55:0.5050,1158.98:0.4420,1161.33:0.4399,878.52:0.4061,879.30:0.3941,880.47:0.3911,268.36:0.2578,878.91:0.2575,439.45:0.2159,268.75:0.1980,3473.83:0.1929,3481.64:0.1671,3482.03:0.1510,3477.73:0.1438,3479.30:0.1344,4631.64:0.1340,439.45:0.3609,3473.83:0.2719,2198.05:0.2466,3481.64:0.2388,268.36:0.2352,3482.03:0.2165,3477.73:0.2119,2199.22:0.2091,2195.70:0.2052,3483.59:0.1901,439.45:0.9800,878.91:0.8481,3473.83:0.4909,3481.64:0.4288,1147.27:0.3980,3482.03:0.3974,878.52:0.3932,2198.05:0.3890,876.95:0.3873,879.30:0.3820,119.92:0.3339,80.08:0.3184,39.84:0.3061,200.00:0.2408,159.77:0.2168,239.84:0.2041,40.23:0.1731,160.16:0.1680,79.69:0.1266,319.92:0.1107,439.45:0.8174,878.91:0.3849,1126.95:0.2176,879.30:0.2137,41.80:0.1985,1123.44:0.1936,805.47:0.1891,878.52:0.1843,439.06:0.1815,281.25:0.1770
439.45:0.2622,878.52:0.2533,439.06:0.1880,4635.55:0.1366,439.84:0.1366,4642.19:0.1254,4636.33:0.1166,4634.77:0.1112,4638.67:0.1107,4640.23:0.1093,40.23:9.7993,40.62:5.5289,39.84:2.4748,41.02:2.2407,39.45:1.4486,41.41:1.3735,39.06:1.0617,41.80:0.9715,42.19:0.7931,38.67:0.7511,2319.14:0.3483,268.36:0.3125,2319.53:0.3030,439.45:0.2974,2318.75:0.2416,2316.80:0.2336,2320.70:0.2229,439.06:0.2219,2318.36:0.2153,1159.38:0.1925,878.52:1.0979,1159.38:0.9235,1159.77:0.6808,1158.98:0.5553,879.30:0.4235,268.36:0.4229,879.69:0.3431,1157.42:0.3377,1160.94:0.3339,866.41:0.3249,268.36:0.3255,878.52:0.3060,3478.12:0.2014,3476.56:0.1913,4635.55:0.1651,439.45:0.1645,4680.47:0.1629,3480.47:0.1563,4682.03:0.1439,4678.52:0.1404,268.36:0.2984,3476.56:0.2888,3478.12:0.2818,439.45:0.2708,2196.88:0.2481,3480.47:0.2171,2197.66:0.2152,2199.22:0.2080,2196.48:0.2021,439.06:0.2017,878.52:1.0435,439.45:0.7677,439.06:0.5609,3476.56:0.5177,3478.12:0.5044,1317.97:0.4032,439.84:0.3987,3480.47:0.3963,2196.88:0.3941,1146.88:0.3931,119.92:0.3392,39.84:0.3166,80.08:0.3033,159.77:0.2505,200.00:0.2167,239.84:0.2139,40.23:0.1578,79.69:0.1532,279.69:0.1354,160.16:0.1230,439.45:0.6556,878.52:0.4358,439.06:0.3785,439.84:0.2929,879.30:0.2671,268.36:0.2063,41.80:0.1894,805.47:0.1865,281.25:0.1686,1125.39:0.1668
439.45:0.3222,878.91:0.1810,878.52:0.1629,4642.19:0.1582,4640.23:0.1547,876.95:0.1155,4640.62:0.1143,4634.38:0.1077,439.06:0.1065,4682.03:0.0995,40.23:9.6570,40.62:5.5753,39.84:2.6113,41.02:2.1707,41.41:1.3739,39.45:1.3521,39.06:1.0330,41.80:0.9881,38.67:0.8969,42.19:0.7423,439.45:0.3690,268.36:0.2874,2317.19:0.2786,2319.92:0.2773,2320.70:0.2448,2317.97:0.2160,1159.38:0.2138,2321.48:0.2084,2322.27:0.2084,2315.23:0.1667,1159.38:1.0169,878.91:0.7699,878.52:0.6939,876.95:0.5187,1157.81:0.4731,879.69:0.4365,880.47:0.4129,1160.55:0.3844,268.36:0.3811,1160.94:0.3711,268.36:0.3015,878.91:0.2138,878.52:0.2027,439.45:0.1983,4642.19:0.1922,3480.86:0.1887,4640.23:0.1837,268.75:0.1659,3481.25:0.1399,876.95:0.1356,439.45:0.3348,3480.86:0.2809,268.36:0.2703,2198.44:0.2509,3481.25:0.2094,3482.81:0.2038,3481.64:0.1921,2194.92:0.1902,3475.78:0.1824,2193.36:0.1776,439.45:0.9458,878.91:0.7192,878.52:0.6458,3480.86:0.5044,1147.27:0.4686,876.95:0.4685,2198.44:0.3851,3481.25:0.3841,880.47:0.3746,3482.81:0.3702,119.92:0.3387,80.08:0.3124,39.84:0.3100,200.00:0.2341,159.77:0.2324,239.84:0.2135,40.23:0.1637,160.16:0.1492,79.69:0.1343,279.69:0.1196,439.45:0.7822,878.52:0.3084,878.91:0.2733,439.06:0.2683,805.47:0.2168,1126.95:0.2025,41.80:0.1837,1123.44:0.1834,1159.38:0.1797,268.36:0.1765
878.52:0.2697,439.06:0.2449,439.45:0.2146,4635.55:0.1275,4636.72:0.1255,4634.38:0.1191,4639.84:0.1188,4637.11:0.1153,5800.00:0.1070,5794.53:0.1067,40.23:9.9756,40.62:5.1354,39.84:2.5272,41.02:2.0339,39.45:1.4915,41.41:1.2248,39.06:0.9900,41.80:0.9006,42.19:0.7452,38.67:0.6715,268.36:0.3383,2316.80:0.3138,439.06:0.2727,2319.92:0.2609,439.45:0.2416,2317.97:0.2401,2318.75:0.2361,2319.14:0.2348,2319.53:0.2007,2317.19:0.1986,878.52:1.2217,1158.98:0.9291,268.36:0.4576,1159.77:0.4429,1159.38:0.4326,1158.59:0.4298,1158.20:0.4257,876.95:0.3155,1160.94:0.2976,866.41:0.2960,268.36:0.3643,878.52:0.3278,3477.73:0.1944,3478.52:0.1771,4639.84:0.1591,3475.39:0.1563,4675.39:0.1487,4635.55:0.1480,439.06:0.1460,3475.78:0.1439,268.36:0.3206,3477.73:0.2879,3478.52:0.2574,439.06:0.2448,2197.27:0.2386,3475.39:0.2211,2195.70:0.2195,439.45:0.2170,2196.09:0.2163,3478.91:0.2114,878.52:1.0903,439.06:0.7032,439.45:0.6262,3477.73:0.5178,1146.88:0.5116,3478.52:0.4669,1119.14:0.4073,3475.39:0.4062,1317.58:0.3972,3478.91:0.3852,119.92:0.3373,39.84:0.3190,80.08:0.2937,159.77:0.2626,239.84:0.2131,200.00:0.2015,79.69:0.1616,40.23:0.1527,279.69:0.1484,199.61:0.1272,439.06:0.5363,878.52:0.4887,439.45:0.4555,268.36:0.2445,439.84:0.2233,438.67:0.1988,831.64:0.1910,41.80:0.1889,281.25:0.1775,1124.61:0.1609
439.45:0.3098,878.52:0.1754,878.91:0.1400,4639.45:0.1400,439.06:0.1270,879.30:0.1251,4638.28:0.1234,4641.41:0.1149,4638.67:0.1095,439.84:0.1067,40.23:9.5850,40.62:5.7494,39.84:2.5469,41.02:2.2979,41.41:1.4257,39.45:1.4183,39.06:1.1001,41.80:1.0027,42.19:0.8088,38.67:0.7920,439.45:0.3469,268.36:0.3050,2320.31:0.2824,2319.53:0.2770,2319.14:0.2317,1159.38:0.2254,2317.19:0.2166,2197.27:0.1960,2321.88:0.1911,2316.80:0.1776,1159.38:0.9854,878.52:0.7505,879.30:0.6003,878.91:0.5837,1160.16:0.4465,879.69:0.4136,1159.77:0.4130,268.36:0.3994,1158.20:0.3404,439.45:0.3264,268.36:0.3223,878.52:0.2110,3479.69:0.1942,439.45:0.1857,878.91:0.1708,4639.45:0.1679,3478.91:0.1673,3479.30:0.1669,4681.25:0.1648,3474.61:0.1565,2197.27:0.3204,439.45:0.3111,268.36:0.2847,3479.69:0.2785,2194.92:0.2584,3478.91:0.2463,3479.30:0.2446,3474.61:0.2241,2198.05:0.2089,3480.08:0.1917,439.45:0.8975,878.52:0.7116,878.91:0.5568,879.30:0.5186,2197.27:0.5171,3479.69:0.5094,3478.91:0.4485,1147.27:0.4468,3479.30:0.4404,2194.92:0.4094,119.92:0.3373,39.84:0.3118,80.08:0.3102,159.77:0.2363,200.00:0.2290,239.84:0.2114,40.23:0.1645,160.16:0.1433,79.69:0.1419,279.69:0.1221,439.45:0.7262,439.06:0.3358,878.52:0.3086,878.91:0.2504,879.30:0.2218,439.84:0.2046,805.47:0.2035,1159.38:0.2014,41.80:0.1903,268.36:0.1751
439.06:0.2471,878.52:0.2445,439.45:0.2121,4635.16:0.1303,4630.08:0.1277,440.23:0.1094,4632.42:0.1063,4639.45:0.1061,4638.28:0.1055,879.30:0.1052,40.23:9.7193,40.62:5.8742,39.84:2.6782,41.02:2.2446,41.41:1.5028,39.45:1.3672,39.06:1.0567,41.80:1.0540,38.67:0.9860,42.19:0.7676,268.36:0.3579,2317.58:0.3087,2320.70:0.2889,439.06:0.2720,2319.14:0.2534,439.45:0.2388,2316.41:0.2134,2315.62:0.2103,2316.80:0.1861,2322.27:0.1836,878.52:1.0251,1158.98:0.7612,1160.16:0.7107,1157.42:0.6995,1159.38:0.4819,268.36:0.4612,1160.55:0.4337,876.95:0.4245,879.30:0.4014,1161.72:0.3937,268.36:0.3669,878.52:0.2754,3475.00:0.1932,3480.08:0.1585,3476.56:0.1548,4672.66:0.1529,3482.42:0.1499,3480.86:0.1485,3477.73:0.1431,439.06:0.1430,268.36:0.3267,3475.00:0.2668,2198.83:0.2476,439.06:0.2425,2194.53:0.2375,3480.08:0.2193,3476.56:0.2177,2197.27:0.2163,439.45:0.2116,3477.73:0.2087,878.52:0.9709,439.06:0.6997,439.45:0.6066,3475.00:0.4839,1146.88:0.4651,876.95:0.4341,879.30:0.4248,3480.08:0.3953,3476.56:0.3939,2198.83:0.3846,119.92:0.3358,39.84:0.3191,80.08:0.2919,159.77:0.2625,239.84:0.2103,200.00:0.1977,79.69:0.1635,40.23:0.1509,279.69:0.1474,199.61:0.1298,439.45:0.5456,439.06:0.4766,878.52:0.4187,1125.78:0.2257,879.30:0.2211,268.36:0.2201,440.23:0.2112,1123.05:0.1960,437.50:0.1903,41.80:0.1847
439.45:0.2838,878.52:0.2695,439.06:0.1890,4636.72:0.1534,4632.03:0.1344,876.95:0.1116,1596.88:0.1053,880.08:0.0967,4632.42:0.0947,4640.23:0.0945,40.23:9.3560,40.62:6.5374,39.84:2.7250,41.02:2.4343,41.41:1.5267,39.45:1.5110,39.06:1.1284,41.80:1.0900,38.67:0.9011,42.19:0.8418,2316.80:0.3804,268.36:0.3510,439.45:0.3123,2319.92:0.2758,2320.31:0.2561,1159.38:0.2286,2315.23:0.2161,439.06:0.2078,2321.09:0.1864,2321.88:0.1844,878.52:1.0914,1159.38:1.0232,1160.94:0.5134,876.95:0.4752,1157.42:0.4646,268.36:0.4563,880.08:0.3815,1157.81:0.3668,1158.98:0.3475,866.41:0.3317,268.36:0.3592,878.52:0.3019,3480.86:0.1772,439.45:0.1692,4636.72:0.1644,3476.17:0.1547,3482.81:0.1505,3474.61:0.1476,4632.03:0.1357,4640.23:0.1345,268.36:0.3187,2198.05:0.2862,439.45:0.2813,2194.92:0.2791,3480.86:0.2586,2196.48:0.2434,3482.81:0.2252,3476.17:0.2220,3474.61:0.2074,878.52:0.2023,878.52:1.0524,439.45:0.7979,439.06:0.5345,876.95:0.4621,1317.97:0.4604,3480.86:0.4565,2198.05:0.4501,2194.92:0.4383,3482.81:0.4124,1146.88:0.4046,119.92:0.3387,39.84:0.3159,80.08:0.3041,159.77:0.2487,200.00:0.2183,239.84:0.2138,40.23:0.1599,79.69:0.1508,279.69:0.1341,160.16:0.1288,439.45:0.7004,878.52:0.4227,439.06:0.3725,805.47:0.2183,439.84:0.2124,268.36:0.2102,1159.38:0.2070,281.25:0.1917,41.80:0.1797,1126.56:0.1766
439.06:0.2819,878.52:0.2510,439.45:0.1765,4630.47:0.1245,4634.77:0.1184,4643.36:0.1182,878.91:0.1179,439.84:0.1114,4642.58:0.1108,4675.00:0.1014,40.23:9.3669,40.62:6.8220,39.84:2.6552,41.02:2.5666,39.45:1.6228,41.41:1.4901,39.06:1.1315,41.80:1.1191,38.67:0.8993,42.19:0.8485,268.36:0.3859,2315.62:0.3306,439.06:0.3239,2317.19:0.2941,2319.53:0.2898,1158.98:0.2249,2321.09:0.2149,2320.31:0.2117,2318.36:0.2068,439.45:0.2003,1158.98:1.0145,878.52:0.9403,1160.55:0.6687,1157.42:0.6077,1158.20:0.5221,268.36:0.4984,878.91:0.4581,876.95:0.3746,878.12:0.3716,880.08:0.3413,268.36:0.3990,878.52:0.2672,3477.34:0.2039,3474.61:0.1888,439.06:0.1679,3482.81:0.1548,3473.05:0.1524,3477.73:0.1516,4630.47:0.1504,4642.58:0.1499,268.36:0.3523,439.06:0.2916,3477.34:0.2841,3474.61:0.2665,2193.75:0.2355,2194.92:0.2314,3481.25:0.2205,2197.66:0.2148,3477.73:0.2141,3482.81:0.2110,878.52:0.9307,439.06:0.8044,1146.88:0.5496,3477.34:0.5031,439.45:0.4833,3474.61:0.4683,878.91:0.4137,268.36:0.3916,3481.25:0.3891,3477.73:0.3812,119.92:0.3354,39.84:0.3221,80.08:0.2868,159.77:0.2704,239.84:0.2085,200.00:0.1873,79.69:0.1719,279.69:0.1538,40.23:0.1470,199.61:0.1437,439.06:0.5746,439.45:0.4520,878.52:0.3910,439.84:0.2839,268.36:0.2366,878.91:0.2074,1158.98:0.1892,41.80:0.1838,281.25:0.1822,437.50:0.1747
439.45:0.3036,878.91:0.1896,878.52:0.1854,4640.62:0.1597,4642.97:0.1532,879.69:0.1523,4641.02:0.1455,439.06:0.1325,5800.78:0.1260,4680.47:0.1236,40.23:8.5650,40.62:8.0407,39.84:2.7956,41.02:2.6972,41.41:1.6903,39.45:1.5072,41.80:1.2264,39.06:1.0515,38.67:0.9553,42.19:0.9314,439.45:0.3638,2319.92:0.3572,268.36:0.3403,2321.88:0.2804,2317.19:0.2762,2319.14:0.2647,2321.09:0.2545,2320.70:0.2254,2317.58:0.2111,1159.38:0.2019,1159.38:0.8996,1159.77:0.7061,878.91:0.7007,878.52:0.6966,879.69:0.5712,1160.16:0.5257,1157.81:0.4435,268.36:0.4301,1160.94:0.4113,880.08:0.4017,268.36:0.3440,3480.86:0.2062,878.91:0.1969,878.52:0.1959,439.45:0.1922,3476.56:0.1795,4680.47:0.1718,268.75:0.1686,4641.02:0.1648,4642.97:0.1644,439.45:0.3328,268.36:0.3074,3480.86:0.3025,2198.05:0.2564,3476.56:0.2389,2194.92:0.2322,2196.88:0.2239,2197.66:0.2146,3479.69:0.2015,3479.30:0.1865,439.45:0.8718,878.91:0.6899,878.52:0.6831,879.69:0.6127,3480.86:0.5286,1147.27:0.4940,3476.56:0.4206,2198.05:0.4093,1148.05:0.4040,876.95:0.3930,119.92:0.3385,39.84:0.3119,80.08:0.3100,159.77:0.2363,200.00:0.2283,239.84:0.2115,40.23:0.1616,160.16:0.1422,79.69:0.1388,279.69:0.1219,439.45:0.7738,439.06:0.3015,878.52:0.2988,878.91:0.2734,879.69:0.2641,440.23:0.2349,439.84:0.2191,832.03:0.2005,1159.38:0.1985,805.47:0.1980
